,p.val,fc,log2fc,auc.mat,log10p,species,significant
Porphyromonas.uenonis..r_02386.,0.925781549,0,0,0.498596491,0.033491479,Porphyromonas.uenonis..r_02386.,not sig
Prevotella.sp...r_03643.,0.925781549,0,0,0.498596491,0.033491479,Prevotella.sp...r_03643.,not sig
Pseudopropionibacterium.propionicum..m_13222.,0.925781549,0,0,0.498596491,0.033491479,Pseudopropionibacterium.propionicum..m_13222.,not sig
Roseburia.sp..CAG.380..r_03609.,0.925781549,0,0,0.498596491,0.033491479,Roseburia.sp..CAG.380..r_03609.,not sig
Ruminococcus.species...m_12958.,0.925781549,0,0,0.498596491,0.033491479,Ruminococcus.species...m_12958.,not sig
Scardovia.inopinata..r_02705.,0.925781549,0,0,0.498596491,0.033491479,Scardovia.inopinata..r_02705.,not sig
Streptococcus.oralis..r_00298.,0.925781549,0,0,0.498596491,0.033491479,Streptococcus.oralis..r_00298.,not sig
Sutterella.species...m_12659.,0.925781549,0,0,0.498596491,0.033491479,Sutterella.species...m_12659.,not sig
Synergistaceae.species...m_13561.,0.925781549,0,0,0.498596491,0.033491479,Synergistaceae.species...m_13561.,not sig
Urmitella.timonensis..r_10238.,0.925781549,0,0,0.498596491,0.033491479,Urmitella.timonensis..r_10238.,not sig
Lactococcus.lactis..r_01300.,0.926033468,0.099110232,-3.334822185,0.503859649,0.033373317,Lactococcus.lactis..r_01300.,not sig
Turicibacter.sanguinis..r_04702.,0.926906669,-0.027572672,5.180617129,0.495789474,0.032963993,Turicibacter.sanguinis..r_04702.,not sig
Firmicutes.species...m_12227.,0.930057152,0.107653683,-3.215530413,0.504210526,0.031490363,Firmicutes.species...m_12227.,not sig
Clostridiales.species...m_13417.,0.93136337,0,0,0.497894737,0.030880847,Clostridiales.species...m_13417.,not sig
Clostridiales.species...m_12318.,0.931870187,0,0,0.498245614,0.030644582,Clostridiales.species...m_12318.,not sig
Clostridiales.species...m_13908.,0.931870187,0,0,0.498245614,0.030644582,Clostridiales.species...m_13908.,not sig
Clostridium.species...m_13565.,0.931870187,0,0,0.498245614,0.030644582,Clostridium.species...m_13565.,not sig
Prevotella.sp...r_03647.,0.931870187,0,0,0.498245614,0.030644582,Prevotella.sp...r_03647.,not sig
Pseudoramibacter.alactolyticus..r_12047.,0.931870187,0,0,0.498245614,0.030644582,Pseudoramibacter.alactolyticus..r_12047.,not sig
Lentisphaerae.bacterium.ADurb.Bin242..m_12612.,0.93280858,0,0,0.50245614,0.030207468,Lentisphaerae.bacterium.ADurb.Bin242..m_12612.,not sig
Parabacteroides.timonensis..r_01681.,0.93280858,0,0,0.50245614,0.030207468,Parabacteroides.timonensis..r_01681.,not sig
Clostridiales.species...m_12327.,0.937168121,-0.041984957,4.573983676,0.496491228,0.028182493,Clostridiales.species...m_12327.,not sig
Clostridiales.species...m_13659.,0.944572381,-0.01084461,6.526877974,0.502982456,0.024764757,Clostridiales.species...m_13659.,not sig
Acidaminococcus.massiliensis..r_03590.,0.946949287,0,0,0.498947368,0.023673279,Acidaminococcus.massiliensis..r_03590.,not sig
Alistipes.species...m_13563.,0.946949287,0,0,0.498947368,0.023673279,Alistipes.species...m_13563.,not sig
Anaerococcus.hydrogenalis..r_01022.,0.946949287,0,0,0.498947368,0.023673279,Anaerococcus.hydrogenalis..r_01022.,not sig
Bacteroides.acidifaciens..r_03478.,0.946949287,0,0,0.498947368,0.023673279,Bacteroides.acidifaciens..r_03478.,not sig
Clostridiales.species...m_13422.,0.946949287,0,0,0.498947368,0.023673279,Clostridiales.species...m_13422.,not sig
Clostridiales.species...m_14036.,0.946949287,0,0,0.498947368,0.023673279,Clostridiales.species...m_14036.,not sig
Clostridium.sp...r_03607.,0.946949287,0,0,0.498947368,0.023673279,Clostridium.sp...r_03607.,not sig
Clostridium.species...m_12757.,0.946949287,0,0,0.498947368,0.023673279,Clostridium.species...m_12757.,not sig
Clostridium.species...m_14279.,0.946949287,0,0,0.498947368,0.023673279,Clostridium.species...m_14279.,not sig
Collinsella.phocaeensis..r_10246.,0.946949287,0,0,0.498947368,0.023673279,Collinsella.phocaeensis..r_10246.,not sig
Collinsella.stercoris..r_06306.,0.946949287,0,0,0.498947368,0.023673279,Collinsella.stercoris..r_06306.,not sig
Collinsella.tanakaei..r_11862.,0.946949287,0,0,0.498947368,0.023673279,Collinsella.tanakaei..r_11862.,not sig
Eggerthellaceae.species...m_13443.,0.946949287,0,0,0.498947368,0.023673279,Eggerthellaceae.species...m_13443.,not sig
Eggerthellaceae.species...m_14494.,0.946949287,0,0,0.498947368,0.023673279,Eggerthellaceae.species...m_14494.,not sig
Firmicutes.bacterium.CAG.536..r_07744.,0.946949287,0,0,0.498947368,0.023673279,Firmicutes.bacterium.CAG.536..r_07744.,not sig
Firmicutes.bacterium.CAG.646..r_07723.,0.946949287,0,0,0.498947368,0.023673279,Firmicutes.bacterium.CAG.646..r_07723.,not sig
Haemophilus.aegyptius.influenzae..r_00938.,0.946949287,0,0,0.498947368,0.023673279,Haemophilus.aegyptius.influenzae..r_00938.,not sig
Kluyvera.ascorbata..r_00091.,0.946949287,0,0,0.498947368,0.023673279,Kluyvera.ascorbata..r_00091.,not sig
Lactobacillus.pentosus.plantarum..r_00928.,0.946949287,0,0,0.498947368,0.023673279,Lactobacillus.pentosus.plantarum..r_00928.,not sig
Megasphaera.sp..MJR8396C..r_03433.,0.946949287,0,0,0.498947368,0.023673279,Megasphaera.sp..MJR8396C..r_03433.,not sig
Olsenella.phocaeensis..r_04544.,0.946949287,0,0,0.498947368,0.023673279,Olsenella.phocaeensis..r_04544.,not sig
Peptococcus.niger..r_10800.,0.946949287,0,0,0.498947368,0.023673279,Peptococcus.niger..r_10800.,not sig
Prevotella.sp..CAG.1092..r_07693.,0.946949287,0,0,0.498947368,0.023673279,Prevotella.sp..CAG.1092..r_07693.,not sig
Proteus.mirabilis.vulgaris..r_02513.,0.946949287,0,0,0.498947368,0.023673279,Proteus.mirabilis.vulgaris..r_02513.,not sig
Ruminococcus.sp..CAG.579..r_07711.,0.946949287,0,0,0.498947368,0.023673279,Ruminococcus.sp..CAG.579..r_07711.,not sig
Terrisporobacter.glycolicus..r_02186.,0.946949287,0,0,0.498947368,0.023673279,Terrisporobacter.glycolicus..r_02186.,not sig
Veillonellaceae.species...m_13255.,0.946949287,0,0,0.498947368,0.023673279,Veillonellaceae.species...m_13255.,not sig
Coprobacter.fastidiosus..r_03667.,0.948900822,-0.055571003,4.169523915,0.496491228,0.022779177,Coprobacter.fastidiosus..r_03667.,not sig
Clostridiales.species...m_12425.,0.952767518,0.050200562,-4.316152688,0.501929825,0.021013058,Clostridiales.species...m_12425.,not sig
X.Bacteroides..pectinophilus..r_03684.,0.962206062,0.069858265,-3.839425382,0.498421053,0.016731911,X.Bacteroides..pectinophilus..r_03684.,not sig
Oscillibacter.sp..57_20..r_10413.,0.963473984,0.093142703,-3.424413443,0.502280702,0.016160008,Oscillibacter.sp..57_20..r_10413.,not sig
Finegoldia.magna..r_03571.,0.963789574,0,0,0.501403509,0.016017776,Finegoldia.magna..r_03571.,not sig
Clostridium.sp...r_02380.,0.971649907,0.044268458,-4.497577069,0.50122807,0.012490187,Clostridium.sp...r_02380.,not sig
Clostridiales.Family.XIII..Incertae.Sedis.species...m_12844.,0.974857751,-0.042388132,4.560195785,0.501403509,0.011058751,Clostridiales.Family.XIII..Incertae.Sedis.species...m_12844.,not sig
Lactobacillus.casei.paracasei..r_01406.,0.975644595,0.075794649,-3.721760194,0.501578947,0.010708357,Lactobacillus.casei.paracasei..r_01406.,not sig
Clostridiales.species...m_13140.,0.975888166,-0.224080344,2.157911991,0.501754386,0.010599948,Clostridiales.species...m_13140.,not sig
Pseudoflavonifractor.capillosus..r_02969.,0.976126144,-0.033115025,4.91637026,0.498596491,0.010494055,Pseudoflavonifractor.capillosus..r_02969.,not sig
Bacteroides.stercoris..r_01579.,0.977021571,0.030666164,-5.027208487,0.501754386,0.010095848,Bacteroides.stercoris..r_01579.,not sig
Intestinimonas.massiliensis..r_02970.,0.991332803,-0.000476541,11.03511263,0.500701754,0.003780523,Intestinimonas.massiliensis..r_02970.,not sig
X.Clostridium..saccharolyticum..r_03601.,0.991746989,-0.01485604,6.072806575,0.500526316,0.003599109,X.Clostridium..saccharolyticum..r_03601.,not sig
Butyricimonas.virosa..r_02160.,0.995610378,-0.00893698,6.805996852,0.499649123,0.001910585,Butyricimonas.virosa..r_02160.,not sig
Ruminococcus.sp..CAG.382..r_07709.,0.995610378,-0.063565432,3.975613772,0.499649123,0.001910585,Ruminococcus.sp..CAG.382..r_07709.,not sig
uncultured.Anaerotruncus.sp...r_12068.,0.996085565,-0.016723295,5.90199702,0.499649123,0.001703354,uncultured.Anaerotruncus.sp...r_12068.,not sig
Azospirillum.sp..CAG.239..r_07592.,1,-0.033858365,4.884343898,0.5,0,Azospirillum.sp..CAG.239..r_07592.,not sig
Gordonibacter.massiliensis..r_10124.,1,0.048457654,-4.367131628,0.499824561,0,Gordonibacter.massiliensis..r_10124.,not sig
X.Candidatus.Kapabacteria..thiocyanatum..r_10354.,NA,0,0,0.5,NA,X.Candidatus.Kapabacteria..thiocyanatum..r_10354.,NA
Acaricomes.phytoseiuli..r_06702.,NA,0,0,0.5,NA,Acaricomes.phytoseiuli..r_06702.,NA
Acaryochloris.marina..r_10941.,NA,0,0,0.5,NA,Acaryochloris.marina..r_10941.,NA
Acetanaerobacterium.elongatum..r_10763.,NA,0,0,0.5,NA,Acetanaerobacterium.elongatum..r_10763.,NA
Acetitomaculum.ruminis..r_06703.,NA,0,0,0.5,NA,Acetitomaculum.ruminis..r_06703.,NA
Acetivibrio.ethanolgignens..r_10828.,NA,0,0,0.5,NA,Acetivibrio.ethanolgignens..r_10828.,NA
Acetoanaerobium.sticklandii.noterae..r_04651.,NA,0,0,0.5,NA,Acetoanaerobium.sticklandii.noterae..r_04651.,NA
Acetobacter.aceti..r_00821.,NA,0,0,0.5,NA,Acetobacter.aceti..r_00821.,NA
Acetobacter.aceti..r_06300.,NA,0,0,0.5,NA,Acetobacter.aceti..r_06300.,NA
Acetobacter.aceti..r_06301.,NA,0,0,0.5,NA,Acetobacter.aceti..r_06301.,NA
Acetobacter.cerevisiae.malorum..r_01655.,NA,0,0,0.5,NA,Acetobacter.cerevisiae.malorum..r_01655.,NA
Acetobacter.cibinongensis..r_07479.,NA,0,0,0.5,NA,Acetobacter.cibinongensis..r_07479.,NA
Acetobacter.ghanensis..r_11189.,NA,0,0,0.5,NA,Acetobacter.ghanensis..r_11189.,NA
Acetobacter.indonesiensis..r_07480.,NA,0,0,0.5,NA,Acetobacter.indonesiensis..r_07480.,NA
Acetobacter.nitrogenifigens..r_06704.,NA,0,0,0.5,NA,Acetobacter.nitrogenifigens..r_06704.,NA
Acetobacter.okinawensis..r_07513.,NA,0,0,0.5,NA,Acetobacter.okinawensis..r_07513.,NA
Acetobacter.orientalis..r_07481.,NA,0,0,0.5,NA,Acetobacter.orientalis..r_07481.,NA
Acetobacter.orleanensis..r_01257.,NA,0,0,0.5,NA,Acetobacter.orleanensis..r_01257.,NA
Acetobacter.oryzifermentans.pomorum..r_00818.,NA,0,0,0.5,NA,Acetobacter.oryzifermentans.pomorum..r_00818.,NA
Acetobacter.papayae..r_07497.,NA,0,0,0.5,NA,Acetobacter.papayae..r_07497.,NA
Acetobacter.pasteurianus..r_00820.,NA,0,0,0.5,NA,Acetobacter.pasteurianus..r_00820.,NA
Acetobacter.pasteurianus.ascendens..r_00819.,NA,0,0,0.5,NA,Acetobacter.pasteurianus.ascendens..r_00819.,NA
Acetobacter.persici..r_01654.,NA,0,0,0.5,NA,Acetobacter.persici..r_01654.,NA
Acetobacter.sp..CAG.977..r_07582.,NA,0,0,0.5,NA,Acetobacter.sp..CAG.977..r_07582.,NA
Acetobacter.syzygii..r_07482.,NA,0,0,0.5,NA,Acetobacter.syzygii..r_07482.,NA
Acetobacter.tropicalis.senegalensis..r_01258.,NA,0,0,0.5,NA,Acetobacter.tropicalis.senegalensis..r_01258.,NA
Acetobacteraceae.bacterium.AT.5844..r_06573.,NA,0,0,0.5,NA,Acetobacteraceae.bacterium.AT.5844..r_06573.,NA
Acetobacterium.bakii..r_11417.,NA,0,0,0.5,NA,Acetobacterium.bakii..r_11417.,NA
Acetobacterium.dehalogenans..r_06579.,NA,0,0,0.5,NA,Acetobacterium.dehalogenans..r_06579.,NA
Acetobacterium.wieringae..r_11418.,NA,0,0,0.5,NA,Acetobacterium.wieringae..r_11418.,NA
Acetobacterium.woodii..r_12133.,NA,0,0,0.5,NA,Acetobacterium.woodii..r_12133.,NA
Acetohalobium.arabaticum..r_11543.,NA,0,0,0.5,NA,Acetohalobium.arabaticum..r_11543.,NA
Acetomicrobium.flavidum.mobile..r_06334.,NA,0,0,0.5,NA,Acetomicrobium.flavidum.mobile..r_06334.,NA
Acetomicrobium.thermoterrenum.hydrogeniformans..r_02116.,NA,0,0,0.5,NA,Acetomicrobium.thermoterrenum.hydrogeniformans..r_02116.,NA
Acetonema.longum..r_06512.,NA,0,0,0.5,NA,Acetonema.longum..r_06512.,NA
Acetothermia.bacterium.64_32..r_08828.,NA,0,0,0.5,NA,Acetothermia.bacterium.64_32..r_08828.,NA
Acholeplasma.axanthum..r_07793.,NA,0,0,0.5,NA,Acholeplasma.axanthum..r_07793.,NA
Acholeplasma.brassicae..r_11618.,NA,0,0,0.5,NA,Acholeplasma.brassicae..r_11618.,NA
Acholeplasma.equifetale..r_08178.,NA,0,0,0.5,NA,Acholeplasma.equifetale..r_08178.,NA
Acholeplasma.granularum..r_07789.,NA,0,0,0.5,NA,Acholeplasma.granularum..r_07789.,NA
Acholeplasma.hippikon..r_08179.,NA,0,0,0.5,NA,Acholeplasma.hippikon..r_08179.,NA
Acholeplasma.laidlawii..r_06063.,NA,0,0,0.5,NA,Acholeplasma.laidlawii..r_06063.,NA
Acholeplasma.modicum..r_08180.,NA,0,0,0.5,NA,Acholeplasma.modicum..r_08180.,NA
Acholeplasma.oculi..r_06234.,NA,0,0,0.5,NA,Acholeplasma.oculi..r_06234.,NA
Acholeplasma.palmae..r_07929.,NA,0,0,0.5,NA,Acholeplasma.palmae..r_07929.,NA
Acholeplasmataceae.sp...r_02496.,NA,0,0,0.5,NA,Acholeplasmataceae.sp...r_02496.,NA
Acholeplasmataceae.sp...r_04536.,NA,0,0,0.5,NA,Acholeplasmataceae.sp...r_04536.,NA
Acholeplasmatales.bacterium.DTU056..r_08959.,NA,0,0,0.5,NA,Acholeplasmatales.bacterium.DTU056..r_08959.,NA
Acholeplasmatales.bacterium.DTU067..r_08960.,NA,0,0,0.5,NA,Acholeplasmatales.bacterium.DTU067..r_08960.,NA
Achromobacter.arsenitoxydans..r_00545.,NA,0,0,0.5,NA,Achromobacter.arsenitoxydans..r_00545.,NA
Achromobacter.denitrificans..r_00549.,NA,0,0,0.5,NA,Achromobacter.denitrificans..r_00549.,NA
Achromobacter.insolitus.xylosoxidans..r_00550.,NA,0,0,0.5,NA,Achromobacter.insolitus.xylosoxidans..r_00550.,NA
Achromobacter.piechaudii..r_00543.,NA,0,0,0.5,NA,Achromobacter.piechaudii..r_00543.,NA
Achromobacter.sp..ATCC31444..r_00542.,NA,0,0,0.5,NA,Achromobacter.sp..ATCC31444..r_00542.,NA
Achromobacter.sp..DH1f..r_00548.,NA,0,0,0.5,NA,Achromobacter.sp..DH1f..r_00548.,NA
Achromobacter.sp..Root83..r_00546.,NA,0,0,0.5,NA,Achromobacter.sp..Root83..r_00546.,NA
Achromobacter.spanius.piechaudii..r_00541.,NA,0,0,0.5,NA,Achromobacter.spanius.piechaudii..r_00541.,NA
Achromobacter.xylosoxidans..r_00544.,NA,0,0,0.5,NA,Achromobacter.xylosoxidans..r_00544.,NA
Acidaminobacter.hydrogenoformans..r_06705.,NA,0,0,0.5,NA,Acidaminobacter.hydrogenoformans..r_06705.,NA
Acidaminococcus.sp..CAG.542..r_03589.,NA,0,0,0.5,NA,Acidaminococcus.sp..CAG.542..r_03589.,NA
Acidaminococcus.sp..CAG.917..r_07584.,NA,0,0,0.5,NA,Acidaminococcus.sp..CAG.917..r_07584.,NA
Acidaminococcus.species...m_12530.,NA,0,0,0.5,NA,Acidaminococcus.species...m_12530.,NA
Acidaminococcus.species...m_13306.,NA,0,0,0.5,NA,Acidaminococcus.species...m_13306.,NA
Acidaminococcus.species...m_14238.,NA,0,0,0.5,NA,Acidaminococcus.species...m_14238.,NA
Acidaminococcus.timonensis..r_10240.,NA,0,0,0.5,NA,Acidaminococcus.timonensis..r_10240.,NA
Acidianus.hospitalis..r_12140.,NA,0,0,0.5,NA,Acidianus.hospitalis..r_12140.,NA
Acidianus.manzaensis..r_10816.,NA,0,0,0.5,NA,Acidianus.manzaensis..r_10816.,NA
Acidibacillus.ferrooxidans..r_05428.,NA,0,0,0.5,NA,Acidibacillus.ferrooxidans..r_05428.,NA
Acidibacillus.ferrooxidans..r_09349.,NA,0,0,0.5,NA,Acidibacillus.ferrooxidans..r_09349.,NA
Acidiferrobacter.thiooxydans..r_08821.,NA,0,0,0.5,NA,Acidiferrobacter.thiooxydans..r_08821.,NA
Acidihalobacter.ferrooxidans..r_09350.,NA,0,0,0.5,NA,Acidihalobacter.ferrooxidans..r_09350.,NA
Acidihalobacter.prosperus..r_08672.,NA,0,0,0.5,NA,Acidihalobacter.prosperus..r_08672.,NA
Acidihalobacter.prosperus..r_08673.,NA,0,0,0.5,NA,Acidihalobacter.prosperus..r_08673.,NA
Acidihalobacter.prosperus..r_08674.,NA,0,0,0.5,NA,Acidihalobacter.prosperus..r_08674.,NA
Acidilobus.saccharovorans..r_11727.,NA,0,0,0.5,NA,Acidilobus.saccharovorans..r_11727.,NA
Acidimicrobiaceae.bacterium.RAAP.2..r_09267.,NA,0,0,0.5,NA,Acidimicrobiaceae.bacterium.RAAP.2..r_09267.,NA
Acidimicrobiia.bacterium.BACL6.MAG.120910.bin40..r_08884.,NA,0,0,0.5,NA,Acidimicrobiia.bacterium.BACL6.MAG.120910.bin40..r_08884.,NA
Acidimicrobiia.bacterium..r_05853.,NA,0,0,0.5,NA,Acidimicrobiia.bacterium..r_05853.,NA
Acidimicrobium.ferrooxidans..r_11408.,NA,0,0,0.5,NA,Acidimicrobium.ferrooxidans..r_11408.,NA
Acidiphilium.angustum.rubrum..r_04297.,NA,0,0,0.5,NA,Acidiphilium.angustum.rubrum..r_04297.,NA
Acidiphilium.cryptum.multivorum..r_04531.,NA,0,0,0.5,NA,Acidiphilium.cryptum.multivorum..r_04531.,NA
Acidiphilium.sp..CAG.727..r_07585.,NA,0,0,0.5,NA,Acidiphilium.sp..CAG.727..r_07585.,NA
Acidiplasma.aeolicum..r_03914.,NA,0,0,0.5,NA,Acidiplasma.aeolicum..r_03914.,NA
Acidipropionibacterium.acidipropionici..r_01963.,NA,0,0,0.5,NA,Acidipropionibacterium.acidipropionici..r_01963.,NA
Acidipropionibacterium.jensenii..r_07013.,NA,0,0,0.5,NA,Acidipropionibacterium.jensenii..r_07013.,NA
Acidipropionibacterium.thoenii..r_07014.,NA,0,0,0.5,NA,Acidipropionibacterium.thoenii..r_07014.,NA
Acidithiobacillales.bacterium.SG8_45..r_09102.,NA,0,0,0.5,NA,Acidithiobacillales.bacterium.SG8_45..r_09102.,NA
Acidithiobacillales.sp...r_05244.,NA,0,0,0.5,NA,Acidithiobacillales.sp...r_05244.,NA
Acidithiobacillus.albertensis.thiooxidans..r_03031.,NA,0,0,0.5,NA,Acidithiobacillus.albertensis.thiooxidans..r_03031.,NA
Acidithiobacillus.caldus..r_06210.,NA,0,0,0.5,NA,Acidithiobacillus.caldus..r_06210.,NA
Acidithiobacillus.ferrivorans..r_04823.,NA,0,0,0.5,NA,Acidithiobacillus.ferrivorans..r_04823.,NA
Acidithiobacillus.ferrooxidans..r_04619.,NA,0,0,0.5,NA,Acidithiobacillus.ferrooxidans..r_04619.,NA
Acidithiobacillus.ferrooxidans..r_04824.,NA,0,0,0.5,NA,Acidithiobacillus.ferrooxidans..r_04824.,NA
Acidithrix.ferrooxidans..r_03788.,NA,0,0,0.5,NA,Acidithrix.ferrooxidans..r_03788.,NA
Acidobacteria.bacterium.13_1_20CM_3_53_8..r_09875.,NA,0,0,0.5,NA,Acidobacteria.bacterium.13_1_20CM_3_53_8..r_09875.,NA
Acidobacteria.bacterium.13_1_20CM_4_56_7..r_09876.,NA,0,0,0.5,NA,Acidobacteria.bacterium.13_1_20CM_4_56_7..r_09876.,NA
Acidobacteria.bacterium.13_2_20CM_58_27..r_09878.,NA,0,0,0.5,NA,Acidobacteria.bacterium.13_2_20CM_58_27..r_09878.,NA
Acidobacteria.bacterium.28.1..r_10611.,NA,0,0,0.5,NA,Acidobacteria.bacterium.28.1..r_10611.,NA
Acidobacteria.bacterium.5.1..r_10612.,NA,0,0,0.5,NA,Acidobacteria.bacterium.5.1..r_10612.,NA
Acidobacteria.bacterium.Ga0074141..r_09302.,NA,0,0,0.5,NA,Acidobacteria.bacterium.Ga0074141..r_09302.,NA
Acidobacteria.bacterium.Ga0077534..r_09303.,NA,0,0,0.5,NA,Acidobacteria.bacterium.Ga0077534..r_09303.,NA
Acidobacteria.bacterium.Ga0077551..r_09304.,NA,0,0,0.5,NA,Acidobacteria.bacterium.Ga0077551..r_09304.,NA
Acidobacteria.bacterium.KBS.146..r_11652.,NA,0,0,0.5,NA,Acidobacteria.bacterium.KBS.146..r_11652.,NA
Acidobacteria.bacterium.Mor1..r_08925.,NA,0,0,0.5,NA,Acidobacteria.bacterium.Mor1..r_08925.,NA
Acidobacteria.bacterium.OLB17..r_08703.,NA,0,0,0.5,NA,Acidobacteria.bacterium.OLB17..r_08703.,NA
Acidobacteria.bacterium.RBG_13_68_16..r_09447.,NA,0,0,0.5,NA,Acidobacteria.bacterium.RBG_13_68_16..r_09447.,NA
Acidobacteria.bacterium.RIFCSPLOWO2_02_FULL_61_28..r_09449.,NA,0,0,0.5,NA,Acidobacteria.bacterium.RIFCSPLOWO2_02_FULL_61_28..r_09449.,NA
Acidobacteria.bacterium.RIFCSPLOWO2_02_FULL_65_29..r_09450.,NA,0,0,0.5,NA,Acidobacteria.bacterium.RIFCSPLOWO2_02_FULL_65_29..r_09450.,NA
Acidobacteria.bacterium.RIFCSPLOWO2_12_FULL_54_10..r_09451.,NA,0,0,0.5,NA,Acidobacteria.bacterium.RIFCSPLOWO2_12_FULL_54_10..r_09451.,NA
